"","MovieName","TrailerLink","youtubeView","youtubeLike","youtubeDisLike","Revenue","FacebookMovieLike","actExp","Budget","Opening_Weekend_Gross","ReleasePeriod","runtime","Screen","Sequel","MPAA_Rating","Genre","ROI","Success"
"215","End of Watch","mf2K9GzgiF0",4866845,8806,396,41003371,327008,23,7217000,13500000,7217000,109,2730,0,1,1100001,4.68149799085493,TRUE
"216","The Ides of March (film)","kkH1h2ypqcQ",192580,274,14,40962534,81986,27,13138000,10787000,13138000,101,2199,0,1,100000,2.11786679859948,TRUE
"217","Hanna (film)","u73CLdHpbNk",302056,805,36,40259119,275008,10,31530000,12745000,31530000,111,2535,0,10,1100000001,0.276851221059309,FALSE
"218","Legion (2010 film)","5mJEq85d1R8",462804,560,89,40168080,494097,30,28236000,18123000,28236000,100,2476,0,1,100010000,0.422583935401615,FALSE
"219","Burlesque (2010 musical film)","VKxq8PGNMcc",399406,773,35,39440655,197018,18,59730000,12372000,59730000,119,3037,0,10,100100,-0.339684329482672,FALSE
"220","The Expendables 3","4xD0junWlFc",15672295,35120,1450,39322544,8289376,65,90000000,15880000,90000000,126,3221,1,10,1100000001,-0.563082844444444,FALSE
"221","The Crazies (2010 film)","J7w9uWFIMBs",2481481,3420,162,39123589,634141,39,21720000,16638000,21720000,101,2,0,1,11001,0.801270211786372,TRUE
"222","Something Borrowed (film)","NzfBl8mfpck",2097506,4599,149,39046489,307880,6,36785000,14367000,36785000,112,2904,0,10,10100100,0.061478564632323,FALSE
"223","Earth to Echo","qwI8y3_Lvto",2639933,6590,548,38934842,229349,1,13000000,8250000,13000000,91,3230,0,100,1000000010,1.99498784615385,TRUE
"224","Sex Tape (film)","sxl4aOyHSwo",16533265,4877,1026,38543473,1129159,49,40000000,14608000,40000000,94,3062,0,1,10000100,-0.036413175,FALSE
"225","Rock of Ages (2012 film)","TT_Ytd21mKg",1102079,1721,212,38518613,435578,4,77325000,14818000,77325000,123,3470,0,10,10100100,-0.501860808276754,FALSE
"226","47 Ronin (2013 film)","j8cKdDkkIYY",16442758,41290,1871,38362475,523197,68,177800000,9959100,177800000,118,2689,0,10,1100100000,-0.784238048368954,FALSE
"227","Scream 4","IaCvEwm3SXs",365743,1255,112,38180928,5711353,17,42040000,19258000,42040000,111,3305,1,1,11000,-0.0917952426260704,FALSE
"228","Red Riding Hood (2011 film)","ekKMYAOmTj0",3804599,5972,597,37662162,1095850,25,44142000,14429000,44142000,100,3030,0,10,11001,-0.146795296996058,FALSE
"229","In Time (film)","fdadZ_KrZVw",12960842,15961,873,37520095,906896,16,42040000,12415000,42040000,109,3122,0,10,100000011,-0.107514391056137,FALSE
"230","Paul (film)","N_YrFMAEKKA",128557,337,10,37412945,820610,9,42040000,13438000,42040000,104,2802,0,1,1010000010,-0.110063154138915,FALSE
"231","Lawless (film)","4Zl7S1LaPMU",3653188,4357,237,37400127,8447,39,26806000,10265000,26806000,116,2888,0,1,1100000,0.395214765351041,FALSE
"232","The Roommate","7NX30f8b1Oo",799766,1279,127,37300107,538859,33,16816000,15457000,16816000,91,2534,0,1000,110001,1.21813195765937,TRUE
"233","Jumping the Broom","VWnIhMU_pRY",138341,254,12,37295394,1138575,66,6936600,15676000,6936600,112,2035,0,10,10100000,4.3766101548309,TRUE
"234","The Guilt Trip (film)","ezuLn0Eel6g",1419174,1281,139,37134215,68268,19,41240000,5532200,41240000,95,2431,0,10,10100000,-0.0995583171677983,FALSE
"235","30 Minutes or Less","Yh12cKUob_M",1040247,1705,83,37053924,399545,19,29428000,13734000,29428000,83,2888,0,1,111000000,0.259138371618866,FALSE
"236","Colombiana (film)","GygXjwoXKKk",637533,1033,131,36665854,1134904,29,42040000,10723000,42040000,108,2614,0,10,101100001,-0.127834110371075,FALSE
"237","Vampires Suck","glfM3SufqJU",155101,286,26,36661504,2894025,0,21720000,12636000,21720000,82,3233,0,10,10000000,0.687914548802947,FALSE
"238","Million Dollar Arm","lEtNIoPxcq8",1714805,4865,185,36457627,119871,48,25000000,10511000,25000000,124,3019,0,100,100000,0.45830508,FALSE
"239","Sucker Punch (2011 film)","XAnnWoXD2tI",552707,1422,65,36392502,1624824,17,86182000,19635000,86182000,110,3033,0,10,1100000000,-0.57772502378687,FALSE
"240","Walking with Dinosaurs (film)","P7lBKBxIwGM",6073627,9985,1006,36076121,142228,8,81280000,7335900,81280000,87,3231,0,100,1000000000,-0.556150086122047,FALSE
"241","The Watch (2012 film)","cYERNojq5AM",768911,1242,67,35353000,113732,104,70108000,13087000,70108000,102,3168,0,1,110000010,-0.495735151480573,FALSE
"242","Frankenweenie (2012 film)","29vIJQohUWE",103975,400,21,35291068,1973109,83,40209000,11713000,40209000,87,3005,0,100,10010010,-0.122309234251038,FALSE
"243","Carrie (2013 film)","qSn7JyijA8k",3228066,13102,650,35266619,1709931,64,30480000,17084000,30480000,100,3157,0,1,110000,0.157041305774278,FALSE
"244","Step Up Revolution","aEAt9eTi72w",3438891,3954,254,35074677,165242,9,34023000,12041000,34023000,99,2567,1,10,100100,0.0309107662463628,FALSE
"245","Drive (2011 film)","Pe6eOqheva8",2418519,1697,0,35060689,834411,27,15765000,11684000,15765000,100,2886,0,1,1100000,1.22395743736124,TRUE
"246","Green Zone (film)","syXsoovLUVA",239865,215,14,35053660,5799,18,108600000,14817000,108600000,115,3003,0,1,100100001,-0.677222283609576,FALSE
"247","Courageous (film)","rLYmku9OJ6A",263976,870,28,34522221,1415457,4,2102000,9337400,2102000,129,1161,0,10,100000,15.4235114176974,TRUE
"248","Texas Chainsaw 3D","75TvtJIbbNY",3057059,6456,0,34341945,2340230,21,10160000,21851000,10160000,92,2654,1,1,10001,2.38011269685039,TRUE
"249","Marmaduke (film)","NerHJqENCvs",1104746,1165,462,33644788,156767,35,54300000,12011000,54300000,87,3213,0,100,10000000,-0.380390644567219,FALSE
"250","Devil (2010 film)","LQdues4SA4w",2134250,2866,242,33601190,32858,23,10860000,12725000,10860000,80,2809,0,10,11001,2.09403222836096,TRUE
"251","Blue Jasmine","FER3C394aI8",3024538,2748,312,33405481,61954,44,18288000,615080,18288000,98,6,0,10,100000,0.826633912948381,TRUE
"252","The Rite (2011 film)","hUJH7DpWSS4",442631,606,31,33047633,301757,114,38887000,15237000,38887000,114,2985,0,10,111001,-0.150162445033044,FALSE
"253","Arthur (2011 film)","rtTVquZ2TFk",4175906,6356,586,33035397,683,18,42040000,12593000,42040000,110,3276,0,10,10000100,-0.214191317792578,FALSE
"254","Hereafter (film)","xDnHfQtH0zU",1368844,1362,91,32746941,74785,36,54300000,228140,54300000,129,6,0,10,100000,-0.396925580110497,FALSE
"255","Nightcrawler (film)","X8kYDQan8bw",7028886,15252,629,32381217,242705,27,8500000,10900000,8500000,117,2766,0,1,1000001,2.80955494117647,TRUE
"256","Side Effects (2013 film)","cEQDMFveSbQ",841970,947,75,32172757,285008,15,30480000,9348900,30480000,106,2605,0,1,1100001,0.0555366469816273,FALSE
"257","Scary Movie 5","RMDZ8M47j0I",13224564,29594,6887,32015787,93576,51,20320000,14227000,20320000,86,3402,1,10,10000000,0.575580068897638,FALSE
"258","House at the End of the Street","9SNvuq7bULo",958184,1195,129,31611916,351977,13,7113900,12611000,7113900,101,3083,0,10,11001,3.44368293060066,TRUE
"259","The Debt (2011 film)","qnPV_MLgiIc",381747,302,39,31177548,36570,100,21020000,10250000,21020000,113,1826,0,1,100001,0.483232540437678,FALSE
"260","Morning Glory (2010 film)","s9lWUqraDoU",5525239,5915,263,31011732,62534,18,43440000,9529900,43440000,107,2518,0,10,10100100,-0.286101933701657,FALSE
"261","Joyful Noise (film)","fJnqTSDSEO4",370982,1973,52,30932113,273460,55,25775000,11521000,25775000,118,2735,0,10,10000000,0.200081978661494,FALSE
"262","3 Days to Kill","yswZKfnmf7c",4303834,9342,486,30697999,136988,48,28000000,12242000,28000000,117,2872,0,10,100100001,0.0963571071428571,FALSE
"263","Deliver Us from Evil (2014 film)","JBxTF_DxN8k",1269877,1709,100,30577122,546032,26,30000000,9740500,30000000,118,3049,0,1,10001,0.0192374,FALSE
"264","How Do You Know (film)","hgl_CKpUEek",18704,25,2,30212620,111737,35,130320000,7750300,130320000,121,2483,0,1,10100100,-0.768165899324739,FALSE
"265","Daybreakers","mbVPb_lkRpw",1663050,2351,344,30101577,279222,0,21720000,15684000,21720000,98,2523,0,1,100010011,0.385892127071823,FALSE
"266","Priest (2011 film)","UfC5rMGrN58",47980,31,7,29136626,820331,33,63060000,15406000,63060000,87,2864,0,10,100010011,-0.537953916904535,FALSE
"267","The Mechanic (2011 film)","L9f9HkeTx4Y",550622,893,40,29121498,2438,27,42040000,11768000,42040000,93,2703,0,1,101000001,-0.307290723120837,FALSE
"268","Draft Day","K3SlVsdUuBY",3678187,2114,270,28842237,127269,7,27000000,9783600,27000000,110,2781,0,1,100000,0.068231,FALSE
"269","Beastly (film)","Neo6W1f7hyY",10762360,34878,1557,27865571,1441297,4,17867000,10149000,17867000,86,1952,0,10,100100,0.55961107068898,FALSE
"270","The Switch (2010 film)","7g0IPbbVUaI",6525594,6303,297,27779426,297050,72,20634000,8736100,20634000,101,2012,0,1,10100100,0.346293786953572,FALSE
"271","Oculus (film)","dYJrxezWLUk",8780278,17770,1188,27695246,455144,25,5000000,12005000,5000000,104,2648,0,1,10000,4.5390492,TRUE
"272","Cloud Atlas (film)","hWnAqFyaQ5s",19525516,73421,2727,27108272,422519,64,105160000,9865800,105160000,172,2008,0,1,100010,-0.742218790414606,FALSE
"273","Winnie the Pooh (2011 film)","Qolm1B7y3xk",39403,76,2,26692846,16268029,119,31530000,8094900,31530000,63,2405,0,1000,1010000000,-0.153414335553441,FALSE
"274","Machete (film)","XXiuT5Zd8Do",461397,636,47,26593646,1145,165,11403000,14603000,11403000,105,2670,0,1,101000001,1.33216223800754,TRUE
"275","One for the Money (film)","K7Rqrts4jPM",2239933,2467,645,26414527,177751,33,41240000,11820000,41240000,91,2737,0,10,111000101,-0.359492555771096,FALSE
"276","Ramona and Beezus","6yG4oBdWONM",1261733,2727,111,26167002,810634,14,16290000,8087700,16290000,103,2719,0,1000,1010000000,0.606323020257827,FALSE
"277","That Awkward Moment","wRcVgJjnFLo",7883385,19963,791,26068955,1237887,31,8000000,8742100,8000000,94,2809,0,1,10000100,2.258619375,TRUE
"278","Leap Year (2010 film)","HrlQBsd8LsE",1397750,3022,89,25918920,508132,36,20634000,2823,20634000,100,1,0,100,10000100,0.256126781041,FALSE
"279","Alex Cross (film)","31_NVBkdOzo",325306,605,65,25888412,86689,20,36085000,11697000,36085000,101,2339,0,10,101001001,-0.282571373146737,FALSE
"280","You Again","DnEi2PXflXs",45886,67,2,25702053,547231,34,21720000,8705900,21720000,105,2548,0,100,10000100,0.183335773480663,FALSE
"281","Her (film)","6QRvTv_tpw0",3336977,10433,693,25568251,39580,40,23368000,261660,23368000,126,6,0,1,100110,0.0941565816501198,FALSE
"282","Boyhood (film)","Y0oX0xiwOv8",3408639,8245,277,25352281,427699,4,4000000,1992400,4000000,165,771,0,1,100000,5.33807025,TRUE
"283","Escape Plan (film)","CI4EjV_x_PQ",5936522,11024,527,25135965,310620,62,50800000,9848200,50800000,115,2883,0,1,100001001,-0.505197539370079,FALSE
"284","Killer Elite (film)","lft48yFsHGU",1008783,1062,33,25124966,455845,27,36785000,9581500,36785000,116,2986,0,1,101000001,-0.316977952969961,FALSE
"285","Season of the Witch (2011 film)","Wh3X5JB5urs",66279,24,0,24827228,384497,0,42040000,10934000,42040000,95,2816,0,1000,1100000000,-0.409437963843958,FALSE
"286","Our Idiot Brother","1yvn8a16B9Q",1758001,2886,160,24816118,100840,66,5255000,7223800,5255000,90,2555,0,1,10100000,3.72238211227402,TRUE
"287","Don Jon","6615kYTpOSU",7688506,28184,845,24477704,356688,60,6096000,8719700,6096000,90,2422,0,1,10100100,3.01537139107612,TRUE
"288","Sparkle (2012 film)","k49K3b4vuwE",319197,737,57,24397469,1367,2,17527000,11951000,17527000,116,2244,0,10,100000,0.391993438694585,FALSE
"289","The Spy Next Door","yrrkQFf6QvI",372094,288,38,24307086,815699,106,30408000,13334000,30408000,94,2924,0,100,110000000,-0.200635161799526,FALSE
"290","From Paris with Love (film)","t40DINNGjYE",172388,195,14,24077427,543984,60,56472000,8448400,56472000,92,2722,0,1,100000001,-0.573639555886103,FALSE
"291","The Losers (film)","o_K6y8ihyi8",1974445,1669,117,23591432,2210529,43,27150000,9740200,27150000,97,2936,0,10,101101001,-0.131070644567219,FALSE
"292","Endless Love (2014 film)","TRXGch6675Q",15860353,34163,1665,23438250,642286,9,20000000,15059000,20000000,104,2800,0,10,100100,0.1719125,FALSE
"293","Faster (2010 film)","Buf4_Crt27c",6546517,5463,290,23240020,53788,59,26064000,8825600,26064000,98,2454,0,1,101100001,-0.108347912829957,FALSE
"294","Monte Carlo (2011 film)","Rxm_bVVhbr8",11725714,29873,1790,23186769,2111281,19,21020000,8848200,21020000,109,2,0,100,1010000100,0.103081303520457,FALSE
"295","Transcendence (2014 film)","WwtxMa4bU04",15175796,38625,1552,23022309,457098,65,100000000,10886000,100000000,119,3455,0,10,101111,-0.76977691,FALSE
"296","Your Highness","FplWxtPzWY8",5224117,7732,414,21596445,249483,16,52445000,9643300,52445000,102,2769,0,1,1010000000,-0.588207741443417,FALSE
"297","Skyline (film)","qdOGJi5Sne4",3682615,4115,946,21393620,412520,59,10860000,12107000,10860000,97,2880,0,10,100000011,0.969946593001842,TRUE
"298","Mars Needs Moms","_aS5W___Ezk",1823118,1903,1542,21392758,196928,117,157650000,7123800,157650000,88,3117,0,100,1110000010,-0.864302201078338,FALSE
"299","Dream House (film)","nIeMYPfnST0",3982432,3590,337,21302340,139268,53,57805000,8375400,57805000,92,2661,0,10,101001,-0.631479283798979,FALSE
"300","Conan the Barbarian (2011 film)","o1iJZIMddpM",3587037,4028,670,21295021,468262,9,73570000,10325000,73570000,113,3015,0,1,1100000000,-0.710547492184314,FALSE
"301","The Next Three Days","lti0vfCPZns",4023999,4477,196,21148651,206699,38,38010000,6775000,38010000,133,2564,0,10,1100101,-0.443602972901868,FALSE
"302","The Kids Are All Right (film)","RixlpHKfb6M",593179,898,67,20811365,87726,56,3801000,509430,3801000,106,7,0,1,10100000,4.47523414890818,TRUE
"303","Brick Mansions","4CzcsN4k9FM",5135172,13467,540,20396829,572511,39,28000000,9516900,28000000,90,2647,0,10,101100001,-0.271541821428571,FALSE
"304","The Three Musketeers (2011 film)","TYic5JxgTMc",133298,307,29,20374484,548181,31,78825000,8937000,78825000,110,3017,0,10,1100000100,-0.741522562638757,FALSE
"305","Premium Rush","Pn6ie1zCkZU",3981707,9547,645,20275446,174191,56,36085000,6466200,36085000,91,2255,0,10,101000001,-0.438119828183456,FALSE
"306","Our Family Wedding","wKfmsOfYNh8",1853422,2516,154,20255281,82916,76,15204000,7900600,15204000,103,1605,0,10,10000100,0.332233688503026,FALSE
"307","Country Strong","GOLzfxrgvKM",868115,1330,63,20218921,371008,38,16290000,31064,16290000,117,2,0,10,100000,0.241186065070595,FALSE
"308","Homefront (film)","tjSOj8b804U",7902602,16860,693,20158898,531537,33,22352000,6949300,22352000,100,2570,0,1,101100001,-0.0981165891195419,FALSE
"309","Big Miracle","fwavA7RIVpQ",1558367,2806,199,20157300,256885,0,41240000,7964900,41240000,107,2047,0,100,100100,-0.511219689621726,FALSE
"310","Broken City (film)","Q3HgYu1atOo",3456928,3298,218,19701164,128492,32,35560000,8309600,35560000,109,2620,0,1,1100001,-0.445974015748031,FALSE
"311","Beautiful Creatures (2013 film)","eLDL5mxgYNY",1769182,6130,244,19452138,1180981,9,60960000,7619900,60960000,124,2950,0,10,100100,-0.680903248031496,FALSE
"312","Runner Runner (film)","dyboDr1e2xI",1675593,2932,187,19316646,170027,21,30480000,7744600,30480000,91,3026,0,1,1000001,-0.366251771653543,FALSE
"313","Remember Me (2010 film)","IMBfTdm9ALk",10758628,19581,899,19068240,9042093,0,17376000,8376200,17376000,113,2212,0,10,100100,0.0973895027624309,FALSE
"314","Shark Night 3D","ULybKyCjhnA",2457631,2820,1071,18877153,731701,43,26275000,8658600,26275000,90,2806,0,10,10001,-0.281554595623216,FALSE
"315","The Legend of Hercules","jcdhyaP0T7g",9134255,16625,3087,18848538,740218,32,70000000,8600000,70000000,99,2104,0,10,1100000000,-0.730735171428571,FALSE
"316","Man on a Ledge","sBJSfqdhyTg",3624149,2616,185,18620000,458572,28,43302000,8213000,43302000,102,2998,0,10,101000001,-0.569996766892984,FALSE
"317","A Thousand Words (film)","N6AxRCP3e4s",362863,1039,26,18450127,143775,48,41240000,6339200,41240000,91,1890,0,10,10100000,-0.5526157371484,FALSE
"318","Fright Night (2011 film)","6enhzzeK6l0",75616,177,7,18302607,538222,28,31530000,8360000,31530000,106,3114,0,1,10010000,-0.419517697431018,FALSE
"319","Admission (2013 film)","3w0mN9A9cAU",34226,82,2,18007317,34902,22,13208000,6185300,13208000,107,2160,0,10,10100100,0.363364400363416,FALSE
"320","Going the Distance (2010 film)","1HGDx2cAdMo",4725171,5895,188,17804299,2469,61,34752000,8810200,34752000,102,3030,0,1,10000100,-0.487675558241252,FALSE
"321","The Perks of Being a Wallflower (film)","n5rh7O4IDc0",7791645,44843,680,17742948,1766952,16,13403000,234380,13403000,102,4,0,10,100100,0.323804222935164,FALSE
"322","Apollo 18 (film)","4RGhKzUUaME",2120461,2629,346,17687709,196516,36,5255000,8967700,5255000,86,3328,0,10,10011,2.36588182683159,TRUE
"323","Furry Vengeance","FQAx4_So3UE",49610,117,32,17630465,1966,49,38010000,6862800,38010000,92,2997,0,100,10000000,-0.536162457248093,FALSE
"324","Parker (2013 film)","UcoG6NwxEF4",6023920,4473,790,17616641,25940,33,35560000,7042700,35560000,118,2224,0,1,101000001,-0.504593897637795,FALSE
"325","A Haunted House 2","eDyh9YloMVk",4903257,18212,1006,17329486,2368683,34,3500000,8843900,3500000,86,2310,1,1,10010000,3.95128171428571,TRUE
"326","Splice (film)","8pIeSYhipUs",2006006,2708,278,17010170,1740,39,28236000,7647400,28236000,104,2450,0,1,10010,-0.39757153987817,FALSE
"327","Black Swan (film)","coVi98u5RL0",115208,208,16,16954678,3582381,32,14118000,1495000,14118000,108,18,0,1,101001,0.200926335174954,FALSE
"328","The Thing (2011 film)","UKjErC2JLQc",3637550,5466,898,16928670,675556,54,15765000,3202000,15765000,109,840,1,1000,10010,0.07381351094196,FALSE
"329","The Master (2012 film)","fJ1O1vb9AUU",4446358,6899,402,16377274,7564,39,32992000,755740,32992000,144,5,0,1,100000,-0.503598629970902,FALSE
"330","The Raven (2012 film)","vYAZnVk0Czw",3911267,4513,301,16008272,12231,57,26806000,7482000,26806000,110,2203,0,1,1001001,-0.402810117137954,FALSE
"331","The Man with the Iron Fists","mVi4yXNWZf8",344845,834,40,15634090,310679,20,15465000,8119700,15465000,95,1868,0,1,100000000,0.0109337213061752,FALSE
"332","Youth in Revolt (film)","vKVwToDbpq0",6194,17,1,15281286,137847,39,19548000,7132800,19548000,90,1873,0,1,10100100,-0.218268569674647,FALSE
"333","And So It Goes (film)","42Ejhe6dWpA",178086,256,14,15160801,3682,66,30000000,4552000,30000000,94,1762,0,10,10100100,-0.494639966666667,FALSE
"334","Judy Moody and the Not Bummer Summer","UukpvGLVWVs",810792,1798,354,15013650,40042,5,21020000,6260800,21020000,91,2524,0,100,10000000,-0.285744529019981,FALSE
"335","My Soul to Take","RmByUgdi6wE",1422274,2333,183,14744435,3102,8,27150000,7085000,27150000,107,2572,0,1,11001,-0.456926887661142,FALSE
"336","Big Eyes","2xD9uTlh5hI",3648895,13692,350,14482031,9653,47,10000000,3001700,10000000,106,1307,0,10,100000,0.4482031,FALSE
"337","Lockout (film)","zLTOzu8N1Pg",2622222,2467,218,14326864,123050,40,20620000,6396200,20620000,95,2308,0,10,100100011,-0.305195732298739,FALSE
"338","Spring Breakers","oaeVPdsVkyA",5396437,9915,1662,14124284,1111863,70,5080000,264300,5080000,94,3,0,1,101100000,1.78037086614173,TRUE
"339","Left Behind (2014 film)","GrXe8YDbzYs",6643560,12510,2438,14019924,1458687,75,16000000,6300100,16000000,110,1825,0,10,100000011,-0.12375475,FALSE
"340","Repo Men","jl9Nvg4yuus",3936606,3349,703,13794835,9604,38,34752000,6343600,34752000,111,2521,0,1,101000011,-0.603049177025783,FALSE
"341","Hit and Run (2012 film)","6nZlXB5okeo",2755726,3261,290,13749300,130516,44,2062000,6055700,2062000,100,2870,0,1,110000100,5.66794374393792,TRUE
"342","Warrior (2011 film)","I5kzcwcQA1Q",3740035,7135,255,13657115,927941,47,26275000,5400800,26275000,140,1869,0,10,100000,-0.480223977164605,FALSE
"343","Labor Day (film)","QOQL3Xi8dPE",1136519,2076,107,13371528,116693,37,18000000,5175300,18000000,111,2584,0,10,100000,-0.257137333333333,FALSE
"344","The Tree of Life (film)","WXRYA1dxP_0",10379609,15788,1588,13303319,186286,59,33632000,508730,33632000,139,4,0,10,100000,-0.604444606327307,FALSE
"345","Inside Llewyn Davis","LFphYRyH7wc",1543518,3334,116,13235319,121226,20,11176000,407400,11176000,104,4,0,1,100000,0.184262616320687,FALSE
"346","The Rum Diary (film)","R8KblG1S0_A",179891,604,13,13109815,214113,54,47295000,5290800,47295000,120,2272,0,1,10100000,-0.722807590654403,FALSE
"347","Beasts of the Southern Wild","ZF7i2n5NXLo",2298966,6119,200,12795746,89145,0,1855800,174180,1855800,93,4,0,10,100000,5.89500269425585,TRUE
"348","People Like Us (film)","LomUmAONUpo",2059057,2242,227,12434778,108755,24,26806000,14182000,26806000,125,1,0,10,100000,-0.536119600089532,FALSE
"349","Let Me In (film)","reRRAEVHq8E",5097307,7277,902,12134935,462810,11,21720000,5330200,21720000,116,2021,0,1,111000,-0.441301335174954,FALSE
"350","Extraordinary Measures","hUNUaAREi9A",21258,27,1,12068313,8284,49,33666000,6226000,33666000,106,2545,0,100,100000,-0.641528158973445,FALSE
"351","The Conspirator","8XhOq5zp6j4",375376,553,58,11538204,31846,29,26275000,3615200,26275000,122,707,0,10,1100000,-0.560867592768792,FALSE
